iso3,year,in_degree_centrality,out_degree_centrality,in_strength,out_strength,betweenness_centrality,pagerank,country_name,continent,un_region,income_group,louvain_community,leiden_community,gn_community,dominant_region,community_label,boundary_score,is_boundary_node,gdp_per_capita,population,unemployment,conflict_intensity,education_index,climate_vulnerability,visa_openness_index
AUS,1995,0.8318965517241379,0.396551724137931,2064015.0,144982.0,0.1048004366323332,0.0505260519768474,Australia,Oceania,Australia/NZ,High income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,20479.1748274233,18004882.0,8.473,0.0,11.33797971,0.326823263325125,96.0
BEL,1995,0.3534482758620689,0.3060344827586206,479121.0,170656.0,0.0083257762352589,0.0088538383172894,Belgium,Europe,Western Europe,High income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,28413.8264387368,10136811.0,9.337,0.0,10.10977799,0.357881934958883,101.6
CHE,1995,0.1939655172413793,0.3146551724137931,644633.0,219717.0,0.0043041871921182,0.0095658748351089,Switzerland,Europe,Western Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,50868.9734516769,7040687.0,3.094,0.0,10.48188699,0.293450119997046,101.6
CHL,1995,0.4094827586206896,0.2112068965517241,61270.0,197050.0,0.0049780750858337,0.0034133362466642,Chile,Americas,Latin America,High income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,5081.4682771561,14527381.0,4.7,0.0,8.784672473,0.359629264796037,87.2
DEU,1995,0.1163793103448275,0.521551724137931,3084232.0,2765859.0,0.3410959658157934,0.022224662350132,Germany,Europe,Western Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,31747.2449398447,81678051.0,8.158,0.0,11.41552557,0.309806792485817,103.2
DNK,1995,0.7241379310344828,0.2327586206896551,145638.0,56082.0,0.0325640020898641,0.0062581965791607,Denmark,Europe,Northern Europe,High income,7,3,28,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,35321.0980773087,5233373.0,6.992,0.0,11.64894009,0.34470972760039,104.0
ESP,1995,0.2025862068965517,0.3577586206896552,552277.0,642192.0,0.0779970891177787,0.0113167716280049,Spain,Europe,Southern Europe,High income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,15460.9110266653,39724050.0,22.675,0.0,6.860023902,0.311233792250304,101.6
FRA,1995,0.2241379310344827,0.5689655172413793,2740657.0,873309.0,0.2792069711897298,0.0288339862076612,France,Europe,Western Europe,High income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,26791.8151982369,59541294.0,11.834,0.0,8.511590515,0.309070305843987,102.4
MAR,1995,0.0775862068965517,0.2327586206896551,19297.0,684137.0,0.0,0.0010681107614559,Morocco,Africa,Northern Africa,Lower middle income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,1466.78820800781,26399429.0,14.054,0.0,2.66,0.436078511617363,24.0
SWE,1995,0.2370689655172413,0.2629310344827586,423162.0,65226.0,0.0048911218092252,0.0095052547069611,Sweden,Europe,Northern Europe,High income,7,3,29,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,30254.0273028727,8826939.0,8.897,0.0,10.52972031,0.315964573118744,103.2
URY,1995,0.0732758620689655,0.1637931034482758,45715.0,94395.0,0.0,0.00174050038913,Uruguay,Americas,Latin America,High income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,6050.48632253644,3189440.0,10.02,0.0,7.341849769,0.416788976356437,79.2
ARE,1995,0.1422413793103448,0.1206896551724137,489906.0,32657.0,0.0042172339155097,0.0039409066901292,United Arab Emirates,Asia,Western Asia,High income,0,7,2,South & Western Asia,Cluster 0: South & Western Asia,1.0,True,27003.1753753727,2434662.0,1.8,0.0,7.253594116,0.410901729783583,28.0
BGD,1995,0.0732758620689655,0.2241379310344827,384179.0,2130274.0,0.0682148454993282,0.0046138016742902,Bangladesh,Asia,South Asia,Lower middle income,0,7,2,South & Western Asia,Cluster 0: South & Western Asia,0.8571428571428571,True,309.458680823367,122600370.0,2.441,1.0,3.816808113,0.576220664142081,22.4
BHR,1995,0.1422413793103448,0.0818965517241379,60669.0,10601.0,0.0,0.0011237538968533,Bahrain,Asia,Western Asia,High income,0,7,30,South & Western Asia,Cluster 0: South & Western Asia,0.8571428571428571,True,11900.9317778335,558879.0,1.044,0.0,6.566768074,0.44751143302962,30.4
EGY,1995,0.3060344827586206,0.2844827586206896,61675.0,493535.0,0.0410202082400358,0.0023203468941071,Egypt,Africa,Northern Africa,Lower middle income,0,7,2,South & Western Asia,Cluster 0: South & Western Asia,1.0,True,916.326617700876,65652622.0,11.04,191.0,6.121898744,0.44764316836283,15.0
ERI,1995,0.0905172413793103,0.1206896551724137,5162.0,175581.0,0.0,0.0006908212917985,Eritrea,Africa,Sub-Saharan Africa,Low income,1,3,31,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.8571428571428571,True,285.402184008331,2025267.0,5.349,0.0,4.710979562,0.587286669147351,16.0
ETH,1995,0.0474137931034482,0.1982758620689655,235040.0,377670.0,0.0148037953425884,0.0018800080602768,Ethiopia,Africa,Sub-Saharan Africa,Low income,5,4,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa,1.0,True,136.523619088963,57537335.0,3.005,25.0,1.484763579,0.596229322395663,15.0
IDN,1995,0.0603448275862068,0.2672413793103448,40675.0,867764.0,0.0092822622779519,0.0030016950504458,Indonesia,Asia,South-Eastern Asia,Upper middle income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,1011.22614205568,199888057.0,4.611,0.0,4.586630762,0.49215156596441,23.2
JOR,1995,0.0344827586206896,0.1724137931034483,638829.0,131430.0,0.0041085423197492,0.0070044976954718,Jordan,Asia,Western Asia,Upper middle income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.8571428571428571,True,1415.71151592128,4752096.0,14.6,0.0,6.397109859,0.415892882194316,16.8
KWT,1995,0.1379310344827586,0.1206896551724137,325493.0,28817.0,0.0,0.0029834613423454,Kuwait,Asia,Western Asia,High income,0,1,2,South & Western Asia,Cluster 0: South & Western Asia,1.0,True,16168.165602374,1681513.0,0.694,0.0,5.826254877,0.393134662521706,31.2
LBN,1995,0.0301724137931034,0.3060344827586206,188018.0,177670.0,0.0160428795342588,0.0021956994417699,Lebanon,Asia,Western Asia,Lower middle income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.8571428571428571,True,2958.74263957462,3960735.0,8.421,0.0,7.967203308,0.444186287964736,15.0
LKA,1995,0.1767241379310344,0.2155172413793103,17434.0,355757.0,0.0,0.0008292967287511,Sri Lanka,Asia,South Asia,Lower middle income,0,7,2,South & Western Asia,Cluster 0: South & Western Asia,0.8571428571428571,True,741.838255293455,17564068.0,12.27,4755.0,9.076972237,0.481387701840353,17.6
NGA,1995,0.0387931034482758,0.3189655172413793,160000.0,205500.0,0.0092170473204955,0.0022532186803333,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa,1.0,True,1271.61617353199,110819428.0,4.152,0.0,5.141990089,0.534217705720128,28.0
NPL,1995,0.0258620689655172,0.1767241379310344,451329.0,320433.0,0.0049563367666815,0.0028152335168248,Nepal,Asia,South Asia,Lower middle income,0,7,2,South & Western Asia,Cluster 0: South & Western Asia,0.8571428571428571,True,197.843001330326,22245439.0,10.473,0.0,2.602267063,0.553512904019091,16.0
PSE,1995,0.0603448275862068,0.1637931034482758,141852.0,1059335.0,0.0992136886102403,0.0126605275303462,Palestine,Asia,Western Asia,Lower middle income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.8571428571428571,True,1326.56285737146,2474666.0,10.714,0.0,7.631455183,,15.0
QAT,1995,0.1422413793103448,0.0818965517241379,90472.0,5699.0,0.0,0.0036878253037145,Qatar,Asia,Western Asia,High income,3,1,32,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,15822.5092848142,514325.0,0.87,0.0,7.08201688,0.375298283190275,29.6
SAU,1995,0.0818965517241379,0.1724137931034483,1191538.0,37690.0,2.1738319152112257e-05,0.0076603759036504,Saudi Arabia,Asia,Western Asia,High income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.8571428571428571,True,10786.4008952769,13289245.0,6.365,0.0,6.076295595,0.442272245124686,24.8
SDN,1995,0.0603448275862068,0.1810344827586207,511283.0,253712.0,0.0670192379459621,0.0042694056138238,Sudan,Africa,Sub-Saharan Africa,Low income,5,4,33,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa,1.0,True,462.585235595703,24672143.0,15.627,1000.0,1.97,0.622269121160108,15.0
SOM,1995,0.0043103448275862,0.1982758620689655,8554.0,373925.0,0.0043041871921182,0.0006799727431664,Somalia,Africa,Sub-Saharan Africa,Low income,5,4,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa,1.0,True,210.673254610492,7285007.0,19.585,104.0,1.9003,0.641696215239402,15.0
SSD,1995,0.0,0.043103448275862,0.0,130497.0,0.0,0.0006437768240343,South Sudan,Africa,Sub-Saharan Africa,Low income,5,4,15,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa,1.0,True,1498.27034985194,5225836.0,12.334,0.0,5.726140022,,15.0
SYR,1995,0.021551724137931,0.3017241379310345,145382.0,142775.0,0.0,0.0021093567919713,Syria,Asia,Western Asia,Low income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,779.699100153744,14616801.0,7.2,0.0,4.265891297,0.445077897507283,15.0
THA,1995,0.0517241379310344,0.2629310344827586,90174.0,245134.0,0.0128908232572025,0.0009763767552235,Thailand,Asia,South-Eastern Asia,Upper middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.7142857142857143,True,2864.36515719866,59098232.0,1.1,0.0,5.096191816,0.444020609255219,23.2
TUN,1995,0.0646551724137931,0.168103448275862,15835.0,210417.0,0.0,0.0008413287095786,Tunisia,Africa,Northern Africa,Lower middle income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,1968.16600944373,9161258.0,16.348,0.0,4.17352756,0.369595931490363,30.4
YEM,1995,0.0344827586206896,0.1206896551724137,44060.0,147634.0,0.0,0.0008578092516482,Yemen,Asia,Western Asia,Low income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.8571428571428571,True,764.414656090937,16740058.0,8.988,0.0,0.65,0.539629884702142,15.0
ARM,1995,0.0560344827586206,0.1767241379310344,315854.0,471493.0,0.0,0.0012911530027943,Armenia,Asia,Western Asia,Upper middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,443.924860857976,3307581.0,6.7,0.0,10.13110835,0.401429554796693,18.4
AUT,1995,0.1853448275862069,0.2586206896551724,407097.0,226507.0,0.009695290341842,0.0037865837357419,Austria,Europe,Western Europe,High income,7,3,2,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,30207.0674314652,7948278.0,4.345,0.0,10.65264307,0.306340542266892,100.0
BGR,1995,0.5948275862068966,0.2198275862068965,17590.0,344540.0,0.0,0.0007993197978758,Bulgaria,Europe,Eastern Europe,Upper middle income,3,3,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.8571428571428571,True,2259.36679369328,8406067.0,11.1,0.0,8.260943413,0.374491262941731,66.4
BOL,1995,0.6379310344827586,0.1379310344827586,40213.0,116005.0,0.0,0.0023322005078673,Bolivia,Americas,Latin America,Lower middle income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,852.754034861444,7874676.0,2.664,0.0,6.545290152,0.485828533967038,66.4
BRA,1995,0.4353448275862069,0.3232758620689655,337849.0,325079.0,0.0284337214509628,0.0061604500038755,Brazil,Americas,Latin America,Upper middle income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.7142857142857143,True,4756.74840785403,161735073.0,7.092,0.0,4.41516361,0.40620858942962,79.2
CRI,1995,0.5862068965517241,0.1293103448275862,99149.0,12489.0,0.0,0.0020825526597783,Costa Rica,Americas,Latin America,Upper middle income,1,2,34,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,3275.25258510331,3535176.0,5.18,0.0,6.962734944,0.438843647782135,76.0
CUB,1995,0.1551724137931034,0.25,11785.0,473439.0,0.0,0.0008294482551575,Cuba,Americas,Latin America,Upper middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,2785.24442954103,10925362.0,8.27,0.0,9.533118744,0.43577551243867,21.6
CYP,1995,0.5775862068965517,0.0948275862068965,34138.0,37165.0,0.0,0.0012836174352981,Cyprus,Europe,Western Asia,High income,3,3,35,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,15261.4169921875,862695.0,2.6,0.0,9.099862814,0.364255382838896,90.4
CZE,1995,0.0775862068965517,0.1853448275862069,193560.0,336975.0,0.0092605239587998,0.0016102449930376,Czechia,Europe,Eastern Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,5865.29460556726,10327253.0,4.082,0.0,10.04385516,0.266694197768563,78.4
DZA,1995,0.0862068965517241,0.2327586206896551,113178.0,684358.0,0.0132603746827884,0.0020905709855986,Algeria,Africa,Northern Africa,Lower middle income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,1466.94806760415,28470191.0,31.84,3008.0,5.693170127,0.398322762929166,18.4
ECU,1995,0.2068965517241379,0.1508620689655172,44492.0,164640.0,0.0,0.0019152613309139,Ecuador,Americas,Latin America,Upper middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.7142857142857143,True,2108.00698245316,11590514.0,4.408,99.0,7.035832377,0.482133923799124,32.8
EST,1995,0.1163793103448275,0.1379310344827586,179219.0,57386.0,0.0,0.0011758657295809,Estonia,Europe,Northern Europe,High income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,3134.38975345407,1436634.0,9.659,0.0,10.87932752,0.340788309564188,72.8
GTM,1995,0.2112068965517241,0.1379310344827586,89241.0,195300.0,0.0043476638304224,0.0015625817734908,Guatemala,Americas,Latin America,Upper middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,1421.06177809796,10312996.0,2.117,27.0,3.569618711,0.486995796917923,65.6
HND,1995,0.1810344827586207,0.1336206896551724,73319.0,129534.0,0.0092605239587998,0.0016471360904004,Honduras,Americas,Latin America,Lower middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,814.049075569071,5739637.0,3.24,0.0,4.266304229,0.46435117440417,64.0
HRV,1995,0.2198275862068965,0.168103448275862,336475.0,569515.0,0.0086518510225406,0.0019750006987588,Croatia,Europe,Eastern Europe,High income,7,3,2,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,4929.02083885825,4620030.0,10.007,1132.0,8.088663864,0.38767835334534,67.2
HUN,1995,0.6767241379310345,0.2112068965517241,170181.0,161480.0,0.0,0.0019203074569112,Hungary,Europe,Eastern Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,4509.41740910077,10328965.0,10.168,0.0,9.825443788,0.369410471072676,80.8
IRL,1995,0.1120689655172413,0.2327586206896551,126841.0,492614.0,0.0,0.0043461596847334,Ireland,Europe,Northern Europe,High income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.8571428571428571,True,19158.4564773907,3608841.0,11.97,0.0,8.269667387,0.337167365869832,103.2
IRN,1995,0.0301724137931034,0.2629310344827586,1321337.0,300430.0,0.0071519070010449,0.0015624625716258,Iran,Asia,Western Asia,Lower middle income,0,7,2,South & Western Asia,Cluster 0: South & Western Asia,1.0,True,1550.0095955025,62205567.0,9.904,0.0,7.152810114,0.397906984743312,15.0
ISR,1995,0.2543103448275862,0.2241379310344827,929095.0,165469.0,0.0888662486938349,0.010554435315081,Israel,Asia,Western Asia,High income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.8571428571428571,True,19013.94330229,5545000.0,8.782,108.0,10.23532825,0.328574530769186,83.2
JPN,1995,0.2543103448275862,0.3620689655172414,669524.0,497008.0,0.0089779258098223,0.0062487963203864,Japan,Asia,Eastern Asia,High income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,44947.4763611465,125472000.0,3.15,0.0,11.86269975,0.369462202451391,102.4
KOR,1995,0.0603448275862068,0.3146551724137931,22125.0,972005.0,0.0,0.0010425580289417,South Korea,Asia,Eastern Asia,High income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,13001.7205867019,45092991.0,2.063,0.0,9.997329712,0.380748897537267,92.0
LAO,1995,0.0258620689655172,0.0948275862068965,10201.0,182215.0,0.0,0.0006631499538019,Laos,Asia,South-Eastern Asia,Lower middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.7142857142857143,True,357.758162193406,4929409.0,2.6,0.0,3.888403808,0.540624189710998,16.0
LTU,1995,0.4094827586206896,0.168103448275862,137819.0,176518.0,0.0,0.0012035598986957,Lithuania,Europe,Northern Europe,High income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.7142857142857143,True,2182.69156931505,3629102.0,17.54,0.0,10.02988889,0.39564361240369,75.2
MEX,1995,0.3318965517241379,0.2241379310344827,220581.0,3231673.0,0.0231295715778474,0.0208332503534597,Mexico,Americas,Latin America,Upper middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,4183.87847727479,90862455.0,7.095,0.0,6.308670044,0.403988942817951,78.4
MNE,1995,0.125,0.0646551724137931,43832.0,57470.0,0.0,0.0009265664432821,Montenegro,Europe,Eastern Europe,Upper middle income,7,3,36,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,1627.06511911987,611712.0,30.196,0.0,10.65470982,0.394241566613511,15.0
NOR,1995,0.7672413793103449,0.1767241379310344,113202.0,47524.0,0.0,0.0057594649456271,Norway,Europe,Northern Europe,High income,7,3,37,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,34658.6948344762,4359184.0,6.307,0.0,11.5522886,0.262314387961089,101.6
NZL,1995,0.2068965517241379,0.2456896551724137,287351.0,187238.0,0.0415854045379907,0.01597450819203,New Zealand,Oceania,Australia/NZ,High income,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,17400.4201848172,3673400.0,6.461,0.0,11.46675377,0.317336398368869,100.0
PAN,1995,0.3663793103448275,0.146551724137931,33929.0,84390.0,0.0,0.001718606382736,Panama,Americas,Latin America,High income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,3513.89737854631,2724557.0,6.512,0.0,7.642814875,0.42802304067285,65.6
POL,1995,0.2629310344827586,0.3146551724137931,535767.0,1426882.0,0.0475634423048216,0.0038593653422677,Poland,Europe,Eastern Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,3700.95956775144,38594998.0,13.695,0.0,10.60995332,0.312683101215081,84.8
PRI,1995,0.1939655172413793,0.1293103448275862,172276.0,554627.0,0.0340422077922078,0.0177195753476435,Puerto Rico,Americas,Latin America,High income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,11579.1849969985,3683103.0,13.93,0.0,,,
PRK,1995,0.0862068965517241,0.1163793103448275,15500.0,15449.0,0.0,0.0007429551634622,North Korea,Asia,Eastern Asia,Low income,1,2,38,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,,22669304.0,3.114,0.0,,0.497731552250023,15.0
PRY,1995,0.0732758620689655,0.1293103448275862,86147.0,199280.0,0.0002608598298253,0.0030522826065071,Paraguay,Americas,Latin America,Upper middle income,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.8571428571428571,True,1978.71514099575,4579806.0,3.4,0.0,6.184593764,0.414491818521104,65.6
ROU,1995,0.1206896551724137,0.2758620689655172,64755.0,618081.0,0.0043041871921182,0.0010242842345927,Romania,Europe,Eastern Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,1650.04922365201,22684270.0,8.01,0.0,8.987618828,0.438380136844906,58.4
RUS,1995,0.1810344827586207,0.418103448275862,5979233.0,5932374.0,0.1650807956411404,0.0182670384061309,Russia,Europe,Eastern Europe,Upper middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,2665.77978515625,148375787.0,9.449,1754.0,10.59487527,0.35007230323925,28.0
SEN,1995,0.1077586206896551,0.2068965517241379,120225.0,130237.0,0.0731059673085535,0.0035962353637862,Senegal,Africa,Sub-Saharan Africa,Lower middle income,4,5,39,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa,0.8571428571428571,True,714.994396357297,8848101.0,2.846,299.0,1.870652467,0.552072536595812,29.6
SLV,1995,0.2025862068965517,0.1508620689655172,20887.0,536958.0,0.0086953276608449,0.001341086594824,El Salvador,Americas,Latin America,Lower middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,1548.3763038362,5762131.0,7.65,0.0,4.345768486,0.451340472158006,64.8
SRB,1995,0.168103448275862,0.1508620689655172,671474.0,219118.0,0.0220209173010897,0.0033348812363396,Serbia,Europe,Eastern Europe,Upper middle income,7,3,2,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,2349.40645150289,7628264.0,13.4,0.0,6.976363414,0.419929686990166,25.6
SVK,1995,0.4051724137931034,0.1594827586206896,38765.0,181145.0,0.0,0.0009521493547896,Slovakia,Europe,Eastern Europe,High income,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,1.0,True,3787.03820237267,5361999.0,13.109,0.0,8.401720142,0.373541693610082,77.6
SVN,1995,0.3017241379310345,0.125,82413.0,73900.0,0.0,0.0011577134031288,Slovenia,Europe,Eastern Europe,High income,7,3,40,Pan-Europe,Cluster 7: Pan-Europe,1.0,True,10738.0887611468,1989872.0,7.15,0.0,8.837802337,0.341720884034892,84.0
TWN,1995,0.0991379310344827,0.0689655172413793,103536.0,215651.0,0.0,0.0013374594989091,Taiwan,Asia,Eastern Asia,High income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.7142857142857143,True,,,,,,,
UKR,1995,0.1293103448275862,0.3146551724137931,3291422.0,2904510.0,0.0504329004329004,0.0097623675069578,Ukraine,Europe,Eastern Europe,Lower middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,933.191772460938,51665539.0,5.62,0.0,10.18959346,0.420270606537191,25.6
AZE,1995,0.0775862068965517,0.146551724137931,286283.0,749004.0,2.1738319152112257e-05,0.0013476253596608,Azerbaijan,Asia,Western Asia,Upper middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,314.55801908334,7684850.0,7.2,44.0,9.921096274,0.443240197281227,22.4
GEO,1995,0.0818965517241379,0.1422413793103448,84729.0,515165.0,0.004260710553814,0.0008838075027794,Georgia,Asia,Western Asia,Upper middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,578.336923460866,4657722.0,7.6,0.0,11.80588996,0.431288923036761,22.4
KAZ,1995,0.1163793103448275,0.1637931034482758,1103086.0,1711482.0,0.0074345051500223,0.0041202675387364,Kazakhstan,Asia,Central Asia,Upper middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,1217.79138769863,16730536.0,10.98,0.0,8.633558981,0.346484802526762,22.4
TKM,1995,0.0474137931034482,0.1077586206896551,140806.0,136585.0,0.0,0.0010267656436405,Turkmenistan,Asia,Central Asia,Upper middle income,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia,0.5714285714285714,True,592.247247321132,4191203.0,8.3,0.0,10.95166016,0.391035770662064,15.2
ASM,1995,0.043103448275862,0.021551724137931,10672.0,758.0,0.0,0.0013191492488733,American Samoa,Oceania,Polynesia,Upper middle income,3,1,41,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,8831.26975996609,52316.0,,0.0,,,
FJI,1995,0.0603448275862068,0.1034482758620689,5518.0,40909.0,0.0183254030452306,0.0015592977511351,Fiji,Oceania,Melanesia,Upper middle income,3,1,42,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,2466.74347815903,798746.0,4.651,0.0,7.722517338,0.527813985139779,37.6
TKL,1995,0.0172413793103448,0.0172413793103448,109.0,170.0,0.0,0.0006566941696364,Tokelau,Oceania,Polynesia,Lower middle income,3,1,43,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,,,,,,,
TON,1995,0.021551724137931,0.0517241379310344,456.0,12239.0,0.0,0.0006566187262888,Tonga,Oceania,Polynesia,Upper middle income,3,1,44,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,2084.02759539718,100225.0,1.987,0.0,10.04168343,0.595315757599537,36.8
VNM,1995,0.021551724137931,0.2327586206896551,21113.0,670059.0,0.0043259255112703,0.0007354125894736,Vietnam,Asia,South-Eastern Asia,Lower middle income,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,287.802661028593,72049940.0,1.955,0.0,4.78844894,0.517533064751055,15.0
WSM,1995,0.0905172413793103,0.0646551724137931,2101.0,35807.0,0.0049563367666815,0.0020798490568314,Samoa,Oceania,Polynesia,Lower middle income,3,1,45,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia,0.7142857142857143,True,1288.10473321401,174571.0,3.244,0.0,10.47841404,0.498375768156731,39.2
ATG,1995,0.2284482758620689,0.0905172413793103,9219.0,4305.0,2.1738319152112257e-05,0.0022478735001163,Antigua and Barbuda,Americas,Caribbean,High income,1,2,46,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,9034.47552907143,68189.0,,0.0,9.724649907,0.487472229718716,50.4
BHS,1995,0.2887931034482758,0.1077586206896551,14545.0,1058.0,0.0049563367666815,0.0020813144391658,Bahamas,Americas,Caribbean,High income,6,0,47,Latin America & Caribbean,Cluster 6: Latin America & Caribbean,0.7142857142857143,True,11374.6056703852,301461.0,10.83,0.0,10.52570534,0.463742577056541,56.8
BLZ,1995,0.0646551724137931,0.0905172413793103,15460.0,1977.0,0.0,0.0008557046437049,Belize,Americas,Central America,Lower middle income,1,2,48,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia,0.5714285714285714,True,4009.82752539849,204146.0,12.48,0.0,6.306825706,0.49424188070785,46.4
